facility_name,site_code,operator_name,operator_parent,country,metro,city,address,it_capacity_mw,colo_cages,private_cabinets,partial_cabinets,bare_metal,remote_hands,public_cloud,certifications,leaseable_signal,nearest_facilities,operator_website,facility_url,datacenters_com_url,cloudscene_url,relevance_score,relevance_reason,tags,confidence,exclude_from_outreach,scraped_at,source_url,notes
ODATA ST01,ST-01,"ODATA, an Aligned Data Centers Company",Aligned Data Centers,Chile,Santiago,0Lampa,Av. Presidente Eduardo Frei Montalva km 17,,True,True,False,False,True,False,,Yes,Scala Data Centers SSCLLP02 (2.01 km); Scala Data Centers SSCLLP01 (2.01 km); EdgeConneX Santiago - SCL04 (2.34 km); EdgeConneX Santiago - SCL03 (2.43 km); EdgeConneX Santiago Campus (2.51 km),https://www.datacentermap.com/visit/datacenter/aligned-st-01/,https://www.datacentermap.com/chile/santiago/aligned-st-01/,https://www.datacenters.com/aligned-odata-dc-sp04,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:05:44Z,https://www.datacentermap.com/chile/santiago/aligned-st-01/,"Operator HQ: São Paulo, Brazil. Services offered: Cages, Private Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: AI, artificial intelligence | wholesale/hyperscale terms: hyperscale, wholesale | blurb: excellent access to domestic and international connectivity.Designed to fulfil wholesale, hyperscale and cloud requirements with scalable infrastructure and flexible design for evolving demands. Located in a region with **very low seismic hazard** (less than"
ODATA ST02,ST-02,"ODATA, an Aligned Data Centers Company",Aligned Data Centers,Chile,Santiago,0 San Bernardo,"Cam. San Esteban 1365, San Joaquín",,True,True,False,False,True,False,,Yes,Amazon AWS SCL - Hurtado (9.97 km); NextStream San Martin (10.88 km); Equinix ST3 (10.93 km); IIA Data Center (11.11 km); GTD Moneda (11.41 km),https://www.datacentermap.com/visit/datacenter/aligned-st-02/,https://www.datacentermap.com/chile/santiago/aligned-st-02/,https://www.datacenters.com/aligned-odata-dc-sp04,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-08T00:05:53Z,https://www.datacentermap.com/chile/santiago/aligned-st-02/,"Operator HQ: São Paulo, Brazil. Services offered: Cages, Private Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: AI, artificial intelligence | wholesale/hyperscale terms: hyperscale, wholesale | blurb: excellent access to domestic and international connectivity.Designed to fulfil wholesale, hyperscale and cloud requirements with scalable infrastructure and flexible design for evolving demands. Located in a region with **very low seismic hazard** (less than"
Scala Data Centers SSCLHB01,SSCLHB01,Scala Data Centers,,Chile,Santiago,2Huechuraba,Av. Sta. Marta de Huechuraba 6116,,True,True,False,False,True,False,,Yes,Scala Data Centers SSCLHB02 (0.12 km); Cirion SAN1 (1.01 km); Amazon AWS SCL - Huechuraba (1.49 km); Google Quilicura Data Center 2 (2.11 km); Google Quilicura Campus (2.24 km),https://www.datacentermap.com/visit/datacenter/scala-data-centers-ssclhb01/,https://www.datacentermap.com/chile/santiago/scala-data-centers-ssclhb01/,https://www.datacenters.com/providers/scala-data-centers,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:52:22Z,https://www.datacentermap.com/chile/santiago/scala-data-centers-ssclhb01/,"Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages, Private Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Scala Data Centers SSCLHB02,,Scala Data Centers,,Chile,Santiago,5 Huechuraba,Av. Américo Vespucio 1573,,True,False,False,False,False,False,,Yes,Scala Data Centers SSCLHB01 (0.12 km); Cirion SAN1 (0.95 km); Amazon AWS SCL - Huechuraba (1.62 km); Google Quilicura Data Center 2 (1.99 km); Google Quilicura Campus (2.11 km),https://www.datacentermap.com/visit/datacenter/scala-data-centers-ssclhb02/,https://www.datacentermap.com/chile/santiago/scala-data-centers-ssclhb02/,https://www.datacenters.com/providers/scala-data-centers,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Wholesale, Colo, Hyperscale, MultiSiteOperator",High,False,2026-08-09T15:52:29Z,https://www.datacentermap.com/chile/santiago/scala-data-centers-ssclhb02/,"Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Scala Data Centers SSCLLP01,SSCLLP01,Scala Data Centers,,Chile,Santiago,0Lampa,El Lucero 1184,,True,True,False,False,True,False,,Yes,Scala Data Centers SSCLLP02 (0 km); ODATA ST01 (2.01 km); EdgeConneX Santiago - SCL04 (3.93 km); EdgeConneX Santiago - SCL03 (4.03 km); EdgeConneX Santiago Campus (4.11 km),https://www.datacentermap.com/visit/datacenter/scala-data-centers-sscllp01/,https://www.datacentermap.com/chile/santiago/scala-data-centers-sscllp01/,https://www.datacenters.com/providers/scala-data-centers,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:52:37Z,https://www.datacentermap.com/chile/santiago/scala-data-centers-sscllp01/,"Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages, Private Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Scala Data Centers SSCLLP02,SSCLLP02,Scala Data Centers,,Chile,Santiago,0 Lampa,El Lucero 1184,,True,True,False,False,True,False,,Yes,Scala Data Centers SSCLLP01 (0 km); ODATA ST01 (2.01 km); EdgeConneX Santiago - SCL04 (3.93 km); EdgeConneX Santiago - SCL03 (4.03 km); EdgeConneX Santiago Campus (4.11 km),https://www.datacentermap.com/visit/datacenter/scala-data-centers-sscllp02/,https://www.datacentermap.com/chile/santiago/scala-data-centers-sscllp02/,https://www.datacenters.com/providers/scala-data-centers,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Wholesale, Colo, Hyperscale, MultiSiteOperator",High,False,2026-08-09T15:52:45Z,https://www.datacentermap.com/chile/santiago/scala-data-centers-sscllp02/,"Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages, Private Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Sonda Kudos,,Sonda S.A.,,Chile,Santiago,0Quilicura,Víctor Uribe,,True,True,True,True,True,True,PCI-DSS,Yes,Sonda Quilicura (0.05 km); Cirion SAN2 (0.11 km); Google Quilicura Data Center 1 (0.34 km); Google Quilicura Campus (0.44 km); Google Quilicura Data Center 2 (0.56 km),https://www.datacentermap.com/visit/datacenter/sonda-kudos/,https://www.datacentermap.com/chile/santiago/sonda-kudos/,https://www.datacenters.com/providers/sonda,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:52:52Z,https://www.datacentermap.com/chile/santiago/sonda-kudos/,"Operator HQ: Santiago, Chile. Services offered: Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence, high-performance computing | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Sonda Quilicura,,Sonda S.A.,,Chile,Santiago,0Quilicura,Víctor Uribe 2211,,True,True,True,True,True,True,Tier 3; PCI-DSS,Yes,Sonda Kudos (0.05 km); Cirion SAN2 (0.17 km); Google Quilicura Data Center 1 (0.3 km); Google Quilicura Campus (0.4 km); Google Quilicura Data Center 2 (0.51 km),https://www.datacentermap.com/visit/datacenter/sonda-quilicura/,https://www.datacentermap.com/chile/santiago/sonda-quilicura/,https://www.datacenters.com/providers/sonda,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:52:59Z,https://www.datacentermap.com/chile/santiago/sonda-quilicura/,"Operator HQ: Santiago, Chile. Services offered: Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence, high-performance computing | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Sonda Teatinos,,Sonda S.A.,,Chile,Santiago,6Santiago,Teatinos 500,,True,True,True,True,True,True,PCI-DSS,Yes,GTD Huerfanos (0.33 km); IFX Phillips (0.59 km); GTD Lidice II (0.66 km); Equinix ST3 (0.68 km); NextStream San Martin (0.68 km),https://www.datacentermap.com/visit/datacenter/sonda-teatinos/,https://www.datacentermap.com/chile/santiago/sonda-teatinos/,https://www.datacenters.com/providers/sonda,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:53:06Z,https://www.datacentermap.com/chile/santiago/sonda-teatinos/,"Operator HQ: Santiago, Chile. Services offered: Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence, high-performance computing | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
UFINET Magnus II,,Ufinet,,Chile,Santiago,0Huechuraba,Avenida Los Jardines 927,,False,True,True,False,True,False,Tier 3; ISO 27001,Yes,UFINET Magnus I (0.05 km); IFX Magnus I (0.05 km); IPXON Santiago (3.84 km); Latincloud Santiago (3.84 km); IFX Elbosque (3.84 km),https://www.datacentermap.com/visit/datacenter/ufinet-magnus-ii/,https://www.datacentermap.com/chile/santiago/ufinet-magnus-ii/,https://www.datacenters.com/ufinet-transistmica,https://cloudscene.com/market/data-centers-in-chile/all,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:53:27Z,https://www.datacentermap.com/chile/santiago/ufinet-magnus-ii/,"Operator HQ: Madrid, Spain. Services offered: Private Cabinets, Partial Cabinets, Remote Hands. Metro connectivity (Cloudscene): Med. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Cirion LIM2,LIM2,Cirion,,Peru,Lima,Lima,"Mártir Olaya S/N, Ciudad Industrial Macrópolis",,True,True,True,True,True,True,,Yes,TESAM Data Center (2.59 km); GTD Lurin (3.71 km); Claro Data Center Villa El Salvador (14.43 km); InterNexa Lima (17.51 km); GTD Surco (22.09 km),https://www.datacentermap.com/visit/datacenter/cirion-lim2/,https://www.datacentermap.com/peru/lima/cirion-lim2/,https://www.datacenters.com/providers/cirion-technologies/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:10Z,https://www.datacentermap.com/peru/lima/cirion-lim2/,"Operator HQ: Miami, Florida. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Remote Hands, Bare Metal Servers, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Cirion LIM1,LIM1,Cirion,,Peru,Lima,Lima,Av. Manuel Olguín 395,,True,True,True,True,True,True,,Yes,IPXON Lima (0 km); Equinix LM1 (0.21 km); NextStream Monterrico (0.44 km); GTD Surco (4.08 km); NextStream Lince (4.19 km),https://www.datacentermap.com/visit/datacenter/lumen-lima/,https://www.datacentermap.com/peru/lima/lumen-lima/,https://www.datacenters.com/providers/cirion-technologies/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:55:06Z,https://www.datacentermap.com/peru/lima/lumen-lima/,"Operator HQ: Miami, Florida. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Remote Hands, Bare Metal Servers, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Claro Data Center Villa El Salvador,,Claro,,Peru,Lima,Villa El Salvador,Av. El Sol 2246,,True,True,True,False,True,True,Tier 3,Yes,InterNexa Lima (3.6 km); GTD Surco (9.57 km); Cirion LIM1 (13.53 km); IPXON Lima (13.53 km); Equinix LM1 (13.73 km),https://www.datacentermap.com/visit/datacenter/claro-data-center-villa-el-salvador/,https://www.datacentermap.com/peru/lima/claro-data-center-villa-el-salvador/,https://www.datacenters.com/providers/claro/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:17Z,https://www.datacentermap.com/peru/lima/claro-data-center-villa-el-salvador/,"Operator HQ: , México. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Equinix LM1,LM1,Equinix,,Peru,Lima,Lima 33Santiago de Surco,"Calle Centauro 115, Los Granados",0.7,True,True,True,False,True,False,ISO 27001,Yes,IPXON Lima (0.21 km); Cirion LIM1 (0.21 km); NextStream Monterrico (0.23 km); NextStream Lince (3.98 km); GTD Surco (4.29 km),https://www.datacentermap.com/visit/datacenter/equinix-lm1/,https://www.datacentermap.com/peru/lima/equinix-lm1/,https://www.datacenters.com/providers/equinix/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:24Z,https://www.datacentermap.com/peru/lima/equinix-lm1/,"Operator HQ: Redwood City, California. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Lurin,,GTD Chile,,Peru,Lima,Lurín,Habilitación Urbana Macrópolis,,True,True,True,False,True,False,,Yes,Cirion LIM2 (3.71 km); TESAM Data Center (4.52 km); Claro Data Center Villa El Salvador (15.85 km); InterNexa Lima (18.46 km); GTD Surco (22.24 km),https://www.datacentermap.com/visit/datacenter/gtd-lurin/,https://www.datacentermap.com/peru/lima/gtd-lurin/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:31Z,https://www.datacentermap.com/peru/lima/gtd-lurin/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Surco,,GTD Chile,,Peru,Lima,Lima,C. Enrique Villanueva 105,,True,True,True,False,True,False,,Yes,Cirion LIM1 (4.08 km); IPXON Lima (4.08 km); Equinix LM1 (4.29 km); NextStream Monterrico (4.52 km); WIN DC Galvez (5.02 km),https://www.datacentermap.com/visit/datacenter/gtd-surco/,https://www.datacentermap.com/peru/lima/gtd-surco/,https://www.datacenters.com/gtd-llc-santiago-dc-panamericana,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:38Z,https://www.datacentermap.com/peru/lima/gtd-surco/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IPXON Lima,LIM1,IPXON Networks,,Peru,Lima,Lima,Av. Manuel Olguín 395,,False,True,True,False,True,False,,Yes,Cirion LIM1 (0 km); Equinix LM1 (0.21 km); NextStream Monterrico (0.44 km); GTD Surco (4.08 km); NextStream Lince (4.19 km),https://www.datacentermap.com/visit/datacenter/ipxon-lima/,https://www.datacentermap.com/peru/lima/ipxon-lima/,https://www.datacenters.com/providers/ipxon-networks,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:59Z,https://www.datacentermap.com/peru/lima/ipxon-lima/,"Operator HQ: Cordoba, Cordoba. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
InterNexa Lima,,InterNexa,,Peru,Lima,San Juan de Miraflores,Avenida Pedro Miotta 421,,True,True,True,False,True,False,Tier 3,Yes,Claro Data Center Villa El Salvador (3.6 km); GTD Surco (6.1 km); Cirion LIM1 (10.14 km); IPXON Lima (10.14 km); WIN DC Galvez (10.22 km),https://www.datacentermap.com/visit/datacenter/internexa-lima/,https://www.datacentermap.com/peru/lima/internexa-lima/,https://www.datacenters.com/providers/internexa,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:54:45Z,https://www.datacentermap.com/peru/lima/internexa-lima/,"Operator HQ: Medellín, Colombia. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
NextStream Monterrico,,NextStream,,Peru,Lima,Santiago de surco,Cruz Del Sur 137,,False,True,True,False,False,False,,Yes,Equinix LM1 (0.23 km); IPXON Lima (0.44 km); Cirion LIM1 (0.44 km); NextStream Lince (3.75 km); GTD Surco (4.52 km),https://www.datacentermap.com/visit/datacenter/nabiax-dc-monterrico/,https://www.datacentermap.com/peru/lima/nabiax-dc-monterrico/,https://www.datacenters.com/providers/nextstream,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:55:13Z,https://www.datacentermap.com/peru/lima/nabiax-dc-monterrico/,"Operator HQ: London, United Kingdom. Services offered: Suites, Footprints, Private Cabinets, Partial Cabinets. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
NextStream Lince,,NextStream,,Peru,Lima,Lince,Jirón Manuel Candamo 441 Lince,,False,True,True,False,False,False,,Yes,NextStream Monterrico (3.75 km); Equinix LM1 (3.98 km); IPXON Lima (4.19 km); Cirion LIM1 (4.19 km); WIN DC Santa Catalina (6.96 km),https://www.datacentermap.com/visit/datacenter/nabiax-lince/,https://www.datacentermap.com/peru/lima/nabiax-lince/,https://www.datacenters.com/providers/nextstream,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:55:20Z,https://www.datacentermap.com/peru/lima/nabiax-lince/,"Operator HQ: London, United Kingdom. Services offered: Suites, Footprints, Private Cabinets, Partial Cabinets. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
WIN DC Galvez,,WIN Empresas,,Peru,Lima,San Isidro,Avenida José Gálvez Barrenechea 535,,True,True,True,False,True,False,,Yes,IPTP San Isidro (1.03 km); WIN DC Santa Catalina (1.15 km); IPXON Lima (4.37 km); Cirion LIM1 (4.37 km); Equinix LM1 (4.44 km),https://www.datacentermap.com/visit/datacenter/win-dc-galvez/,https://www.datacentermap.com/peru/lima/win-dc-galvez/,https://www.datacenters.com/providers/on-empresas/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:55:34Z,https://www.datacentermap.com/peru/lima/win-dc-galvez/,"Operator HQ: Lima , Peru. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
WIN DC Santa Catalina,,WIN Empresas,,Peru,Lima,1st & 2nd Floor,Av. Sta. Catalina 663,,True,True,True,False,True,False,,Yes,WIN DC Galvez (1.15 km); IPTP San Isidro (1.34 km); IPXON Lima (4.93 km); Cirion LIM1 (4.94 km); Equinix LM1 (4.96 km),https://www.datacentermap.com/visit/datacenter/win-dc-santa-catalina/,https://www.datacentermap.com/peru/lima/win-dc-santa-catalina/,https://www.datacenters.com/providers/on-empresas/data-center-locations,,5,Multi-site LatAm colo/wholesale operator in a priority metro with clear commercial colo (MW known or colo footprint).,"Colo, MultiSiteOperator",High,False,2026-08-09T15:55:43Z,https://www.datacentermap.com/peru/lima/win-dc-santa-catalina/,"Operator HQ: Lima , Peru. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
IPXON Córdoba,,IPXON Networks,,Argentina,Córdoba,X5003GQBCórdoba,Cnel. Pedro Zanni 306,,False,True,True,False,True,False,,Yes,Telecom Cordoba Oeste (0 km); Claro Data Center Cordoba (6.26 km); Cirion COR1 (6.58 km); Telecom Bosque Alegre (40.71 km); Keel Infrastructure Rio Cuarto (196.46 km),https://www.datacentermap.com/visit/datacenter/ipxon-crdoba/,https://www.datacentermap.com/argentina/cordoba/ipxon-crdoba/,https://www.datacenters.com/providers/ipxon-networks,,4,"Major colo/wholesale operator with commercial colo, outside a priority metro.","Colo, MultiSiteOperator",High,False,2026-08-07T23:59:26Z,https://www.datacentermap.com/argentina/cordoba/ipxon-crdoba/,"Operator HQ: Cordoba, Cordoba. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
